ID,message,sentence,filename,file_path,duration
17803,e na xo ɔ mɛɖaxo matthias fekl bo na do nɔ gudo nu ɖyɔɖyɔ kanweko atɔɔngɔ ɔ,la parole est à monsieur matthias fekl pour soutenir l'amendement numéro cent cinquante-cinq,17803,/users/fkponou/data/for_asr/fongbe_one/17803.wav,9.39
17805,bɔ etɛ un nu un kanbyɔ we,et qu'est-ce que j'avais bu je vous le demande,17805,/users/fkponou/data/for_asr/fongbe_one/17805.wav,3.58
17811,un na wa xwegbe ɖo gan ayizɛn adaɖe mɛ,je reviens à la maison à six heures et demi,17811,/users/fkponou/data/for_asr/fongbe_one/17811.wav,3.93
17812,e ɖo yɔkpɔvu e nyɔ ɖɛkpɛ,elle est jeune elle est belle,17812,/users/fkponou/data/for_asr/fongbe_one/17812.wav,3.67
17813,un xwle ɖɔ,je le jure,17813,/users/fkponou/data/for_asr/fongbe_one/17813.wav,1.76
17819,nɛ e ko fɔn a mɛɖaxo garadoux,comment  il n'est pas encore levé monsieur garadoux,17819,/users/fkponou/data/for_asr/fongbe_one/17819.wav,5.38
17820,e jɛ tlɔlɔ bo ma lin tamɛ d'eji a,ça s'était fait tout de suite sans y penser,17820,/users/fkponou/data/for_asr/fongbe_one/17820.wav,4.18
17821,mɛɖaxo ministere sixu kpɔn ye,monsieur le ministre peut les parcourir,17821,/users/fkponou/data/for_asr/fongbe_one/17821.wav,3.07
17822,amɔ huzuhuzu e a blo e xlɛ wuvɛ ɖe lɛ,néanmoins votre amendement présente un certain nombre de difficultés,17822,/users/fkponou/data/for_asr/fongbe_one/17822.wav,5.12
17824,gorbeau sin nuɖokan xoxo ɔ,ancienne propriété gorbeau,17824,/users/fkponou/data/for_asr/fongbe_one/17824.wav,4.01
17825,enɛ wu ɔ xo elɔ nyi tagba ɖe a,ce point ne pose donc pas de problème,17825,/users/fkponou/data/for_asr/fongbe_one/17825.wav,5.12
17826,a ɖɔ ɖɔ mɛ e ɖo alɔ ɖo huzuhuzu elɔ ji lɛ e ɖe lɛ w'azɔ bo na do blo bɔ wema ɔ na nyɔ hugan,vous dites que certains signataires de cet amendement ont travaillé pour améliorer le texte,17826,/users/fkponou/data/for_asr/fongbe_one/17826.wav,13.4
17829,akɔta mitɔn sin hlɔnhlɔn ɖaxo ɔ wɛ nyi awovinu tɔn lɔmɔ,la supériorité nerveuse de notre race est son danger aussi,17829,/users/fkponou/data/for_asr/fongbe_one/17829.wav,7.17
17830,d'artagnan nɔte hwenu e e ɖo zɔnlin ɖi wɛ ɖo kɔxota e,d'artagnan attendit en arpentant le corridor,17830,/users/fkponou/data/for_asr/fongbe_one/17830.wav,7.0
17832,e jla mɛhuhu ɖo xwe ɔ bi mɛ,toute l'année on prêcha le massacre,17832,/users/fkponou/data/for_asr/fongbe_one/17832.wav,4.86
17833,un ɖo hudo elɔ tɔn bo na yi sɔ,j'ai besoin de ça pour y aller demain,17833,/users/fkponou/data/for_asr/fongbe_one/17833.wav,1.19
17835,un jlo na w'azɔ linlin ce wɛ mi nu mi na sɔnu bo ma blo zingidi ɖebu o,je veux travailler c'est mon idée  habillons-nous et ne faisons pas de bruit,17835,/users/fkponou/data/for_asr/fongbe_one/17835.wav,9.13
17836,allee frederique malbranche ɖo numɛro ayizɛngɔ ɔ mɛ,allée frédéric malbranche au numéro neuf,17836,/users/fkponou/data/for_asr/fongbe_one/17836.wav,4.69
17842,hwenu ɖo vivɔ wɛ enɛ wu ɔ mi nu mi ni wa nu ma lin tamɛ o,le temps presse agissons donc sans retard,17842,/users/fkponou/data/for_asr/fongbe_one/17842.wav,5.72
17845,impasse de fus de sainte-radegonde ɖo numɛro atɔngɔ ɔ mɛ,impasse des fus de sainte-radegonde au numéro trois,17845,/users/fkponou/data/for_asr/fongbe_one/17845.wav,7.85
17846,e tɔn ɖo do,elle sort par le fond,17846,/users/fkponou/data/for_asr/fongbe_one/17846.wav,1.02
17847,un ko ku akpaxwe ɖe kpowun un ɖo to ɖo wɛ,je ne suis mort qu'à moitié  j'écoute,17847,/users/fkponou/data/for_asr/fongbe_one/17847.wav,9.64
17851,mɛɖaxo xoɖɔtɔ un ɖo xosin ɖagbe ɖe ɖo weɖegbɛ ɔ mɛ a,monsieur le rapporteur je n'ai pas eu de réponse satisfaisante en commission,17851,/users/fkponou/data/for_asr/fongbe_one/17851.wav,6.14
17852,e ko jɛ ɖ'ayi bɔ ɖo ninɔmɛ ɖe mɛ ɔ e fo ɖo bataclan,c'est déjà arrivé et dans un cas ça s'est terminé au bataclan,17852,/users/fkponou/data/for_asr/fongbe_one/17852.wav,7.08
17853,e hwe tawun  mi nu mi ni yi do tɔn,c'est vraiment petit  venons-en au fond,17853,/users/fkponou/data/for_asr/fongbe_one/17853.wav,8.62
17854,mɛ sin hwenu wɛ nyi ɖɔ e ni lɔn,c'est à qui le tour de sauter,17854,/users/fkponou/data/for_asr/fongbe_one/17854.wav,3.75
17856,alɔkɛ ɖokpo gee wɛ e fin ɖo asi ce amɔ un jlo,on ne m'a volé qu'une bague mais j'y tenais,17856,/users/fkponou/data/for_asr/fongbe_one/17856.wav,7.08
17857,wema e pauline sɛdo marcelin e ɖe wɛ bo wa ɖo aklunɔzan gbla mɔkpan ɖie,c'était une lettre de pauline à marcelin arrivée depuis plusieurs semaines déjà,17857,/users/fkponou/data/for_asr/fongbe_one/17857.wav,7.51
17860,nɔ te kpɔn mi un ɖo awu sɔ wɛ,attends-moi je m'habille,17860,/users/fkponou/data/for_asr/fongbe_one/17860.wav,2.73
17861,ye xwedo e hwenu e ye ɖo zɔnlin ɖi wɛ e bo kpo ɖo boulevard de belleville ji gbɔn wɛ,ils le suivirent de leur pas de promenade ils continuèrent par le boulevard de belleville,17861,/users/fkponou/data/for_asr/fongbe_one/17861.wav,11.86
17868,enɛ wu ɔ mi ɖo na nɔ gudo nu ye,nous devons donc les soutenir,17868,/users/fkponou/data/for_asr/fongbe_one/17868.wav,3.33
17869,ali tɛnwe rene fouquet port-sur-saone afatɔn kanɖe gban kpo kanɖe gban kpo,sept avenue rené fouquet soixante-dix mille cent soixante-dix port-sur-saône,17869,/users/fkponou/data/for_asr/fongbe_one/17869.wav,7.42
17870,mi nu mi ni nɔte aramis ɖɔ,attendons dit aramis,17870,/users/fkponou/data/for_asr/fongbe_one/17870.wav,4.86
17871,lotisement r guilloux ɖo numɛro ayizɛngɔ ɔ mɛ,lotissement r guilloux au numéro six,17871,/users/fkponou/data/for_asr/fongbe_one/17871.wav,5.72
17873,totem linlin tɔn ɖe j'ayi,un totem idéologique est tombé,17873,/users/fkponou/data/for_asr/fongbe_one/17873.wav,3.5
17874,precy ahwangan ɖaxo e nɔ ɖi xwi xa gufinfɔn e blo bɔ e da tu nyɔnu lɛ hwenu e e ɖo tavo ji e,précy le général de la contre-révolution faisait fusiller des femmes pendant qu'il était à table,17874,/users/fkponou/data/for_asr/fongbe_one/17874.wav,16.98
17876,etɛ ba wɛ a ɖe,que diable voulez-vous,17876,/users/fkponou/data/for_asr/fongbe_one/17876.wav,1.79
17877,un na yi ɖu nu ɖo nukɔnmɛ,j'irai manger tout à l'heure,17877,/users/fkponou/data/for_asr/fongbe_one/17877.wav,2.47
17878,mɛɖaxo henri signoret sin ɖiɖe lɛ ko na mi shakespeare sin jɔhɔn ɖaxo ɔ din,les marionnettes de monsieur henri signoret viennent de nous donner la tempête de shakespeare,17878,/users/fkponou/data/for_asr/fongbe_one/17878.wav,8.28
17879,un ɖe ɖyɔɖyɔ sin kɛn kanwe ko-nukun-ɖokpo ɔ siin,je retire l'amendement numéro quatre cent vingt et un,17879,/users/fkponou/data/for_asr/fongbe_one/17879.wav,5.29
17884,rue paul monition kanwe-ɛnɛ kanwe tantɔn l'isle-sur-la-sorgue,rue paul monition quatre-vingt-quatre huit cents l'isle-sur-la-sorgue,17884,/users/fkponou/data/for_asr/fongbe_one/17884.wav,6.57
17885,azɔn atɔn abi ɛnɛ,trois ou quatre fois,17885,/users/fkponou/data/for_asr/fongbe_one/17885.wav,2.47
17886,e nɔ sin mɛɖaxo,cela dépend monsieur,17886,/users/fkponou/data/for_asr/fongbe_one/17886.wav,3.81
17888,ðo xogbe ɖokpo mɛ ɔ mi ɖo nukun ɖɔ nuɖokan cnds tɔn lɛ na nyi ganjɛwu bo na lɛ hɛn ɖ'ayi,en un mot nous souhaitons que les moyens du cnds soient garantis et pérennisés,17888,/users/fkponou/data/for_asr/fongbe_one/17888.wav,16.73
17889,un ɖi ɖɔ ye bi na wa,je crois qu'ils viendront tous,17889,/users/fkponou/data/for_asr/fongbe_one/17889.wav,3.72
17891,enyi e ma kpewu a ɔ un na ɖe linlin e ma nyɔ a e ɖe tɔn lee e nyi gbɔn nu huzuhuzu ɖevo lɛ e,à défaut j'émettrai comme sur les autres amendements un avis défavorable,17891,/users/fkponou/data/for_asr/fongbe_one/17891.wav,8.79
17894,mɛɖebu ɖo finɛ din a,il n'y a personne là-bas pour le moment,17894,/users/fkponou/data/for_asr/fongbe_one/17894.wav,2.3
17895,ye ɖo taji a  un ko ɖɔ nu we ɖ'ayi ɖɔ a yi wan nu nya elɔ,est-ce qu'elles importent  je vous ai dit un jour que vous aimiez cet homme,17895,/users/fkponou/data/for_asr/fongbe_one/17895.wav,5.29
17897,sin din ɔ azan tɔn lɛ nɔ wa yi ɖo linlin e nɔ vɛ mɛ e ɖokpo ɔ mɛ,désormais ses journées s'écoulaient dans la même obsession douloureuse,17897,/users/fkponou/data/for_asr/fongbe_one/17897.wav,7.06
17899,un na ɖe gojiblanu ce bo na lɛkɔ wa,j'enlève mon chapeau et je reviens,17899,/users/fkponou/data/for_asr/fongbe_one/17899.wav,3.41
17901,a sixu na nɔvi towe nunina ɖe nu jigbezan tɔn gbɔn ɖebu,tu pourrais offrir un cadeau à ta soeur pour son anniversaire quand même,17901,/users/fkponou/data/for_asr/fongbe_one/17901.wav,6.4
17902,madame galimard alɛsandre madame galimard ɖo atinkɛn tɔn gbeje kpɔn wɛ,madame galimard alexandre madame galimard  examinant son bouquet,17902,/users/fkponou/data/for_asr/fongbe_one/17902.wav,6.57
17903,hwenu ɔ nyɔ egbe a,il ne fait pas beau aujourd'hui,17903,/users/fkponou/data/for_asr/fongbe_one/17903.wav,2.22
17910,un blo baptɛm bertrand,on me baptisa bertrand,17910,/users/fkponou/data/for_asr/fongbe_one/17910.wav,2.82
17913,enɛ wu ɔ a sixu ɖo jiɖe nɔvi nyɔnu duby-muller,vous pouvez donc être rassure madame duby-muller,17913,/users/fkponou/data/for_asr/fongbe_one/17913.wav,6.66
17917,a tuun nu elɔ a,connaissez-vous cela,17917,/users/fkponou/data/for_asr/fongbe_one/17917.wav,2.13
17919,un ɖo hwɛgbe ɖe xa grimm,je suis brouillé avec grimm,17919,/users/fkponou/data/for_asr/fongbe_one/17919.wav,3.67
17920,franc xoxo afatɔn kanwe ko-nukun-we kanwe ko-nukun-ɛnɛ,sept cent douze mille six cent soixante-neuf anciens francs,17920,/users/fkponou/data/for_asr/fongbe_one/17920.wav,5.12
17921,mɛ enɛ e ɖo finɛ e,cette personne là-bas,17921,/users/fkponou/data/for_asr/fongbe_one/17921.wav,2.56
17922,nyɔnu ɛnɛ,quatre femmes,17922,/users/fkponou/data/for_asr/fongbe_one/17922.wav,2.13
17924,un sixu yi a,je ne peux pas y aller,17924,/users/fkponou/data/for_asr/fongbe_one/17924.wav,2.65
17926,ye nɔ do wusyɛn lanmɛ nu mɛ amɔ ye kpo ɖo xɛsi ɖi wɛ,ils sont encourageants mais ils restent fragiles,17926,/users/fkponou/data/for_asr/fongbe_one/17926.wav,5.97
17929,bo na do xa wema e mi yiwanna lɛ,de lire les livres qui nous plaisent,17929,/users/fkponou/data/for_asr/fongbe_one/17929.wav,5.12
17934,afatɔn atɔn kanwe ko-nukun-we zanmɛ azɔwiwa ɖo vo tawun,trois mille cent vingt-deux-un  « le recours au travail de nuit est exceptionnel,17934,/users/fkponou/data/for_asr/fongbe_one/17934.wav,9.56
17937,ali d'aubrac ɖo numɛro wo ji,route d'aubrac au numéro dix,17937,/users/fkponou/data/for_asr/fongbe_one/17937.wav,3.75
17938,mi ɖo na nɔ hɛn nu kpɛɖe bo na nɔ cɔ miɖee ɖo xoɖɔɖokpɔ elɔ mɛ,il nous faut être nuancés et prudents dans ce débat,17938,/users/fkponou/data/for_asr/fongbe_one/17938.wav,8.27
17940,rue fonmorigny wo-tantɔn kanɖe-tantɔn zero zero zero ɖo nevers,dix-huit rue fonmorigny cinquante-huit zéro zéro zéro à nevers,17940,/users/fkponou/data/for_asr/fongbe_one/17940.wav,8.45
17943,un sɔ tuun mɛ e a nyi e a alo nu e nɔ hɛn we wa e a,je ne sais plus ni qui vous êtes ni ce qui vous amène,17943,/users/fkponou/data/for_asr/fongbe_one/17943.wav,6.4
17944,e nyɔ kpɔn mi hwi mɛ e ma ɖo nu ɖagbe ɖe bo na blo a ɔ,eh bien regardez-moi vous qui n'avez rien de mieux à faire,17944,/users/fkponou/data/for_asr/fongbe_one/17944.wav,5.63
17946,hwi victoire wɛ a,c'est vous victoire,17946,/users/fkponou/data/for_asr/fongbe_one/17946.wav,4.27
17950,ajɔ ɖo finɛ,la mode y est,17950,/users/fkponou/data/for_asr/fongbe_one/17950.wav,2.39
17951,enɛ wu ɔ facial yi gbe nu nu e julienne chandivier na ɛ e kpo nusumɛnukunmɛ kpo,aussi facial accepta-t-il avec reconnaissance l'offre que lui fit julienne chandivier,17951,/users/fkponou/data/for_asr/fongbe_one/17951.wav,8.79
17953,mi ɖo na fo azɔgbɛ ce vivɛna,il faut conclure cher collègue,17953,/users/fkponou/data/for_asr/fongbe_one/17953.wav,3.07
17954,e na xo ɔ madame annie genevard bo na do nɔ gudo nu huzuhuzu nukɔntɔn ɔ afatɔn kanɖe ko,la parole est à madame annie genevard pour soutenir l'amendement numéro mille soixante,17954,/users/fkponou/data/for_asr/fongbe_one/17954.wav,7.68
17955,nu e un ma yi wan na a lɛ e,les choses que je n'aime pas,17955,/users/fkponou/data/for_asr/fongbe_one/17955.wav,3.07
17956,rue jean-honore de fragonard ɖo tɛnnɛgɔ ɔ mɛ,rue jean-honoré de fragonard au numéro neuf,17956,/users/fkponou/data/for_asr/fongbe_one/17956.wav,4.69
17958,e nyɔ e t'afɔ ji a nɔzo e ɖo xɔ wegɔ ɔ mɛ e,eh ben il ne se gêne guère le voisin du second,17958,/users/fkponou/data/for_asr/fongbe_one/17958.wav,5.89
17962,mɔ mɛ ɔ mi na kpewu bo na blo bɔ gbe gege ɖiɖɔ na su,nous pourrons ainsi développer le plurilinguisme,17962,/users/fkponou/data/for_asr/fongbe_one/17962.wav,8.79
17963,impasse marjolaine marseille afatɔn wo-atɔɔn,impasse marjolaine treize mille quinze marseille,17963,/users/fkponou/data/for_asr/fongbe_one/17963.wav,5.46
17964,paratella ji yiyi tantɔn ko kanweko wo propriano,huit montée de la paratella vingt cent dix propriano,17964,/users/fkponou/data/for_asr/fongbe_one/17964.wav,7.94
17966,e kpe mɛɖaxo a na ɖo vi nyɔnu ce a,ça suffit monsieur vous n'aurez pas ma fille,17966,/users/fkponou/data/for_asr/fongbe_one/17966.wav,6.49
17967,e na xo ɔ mɛ e nɔ kpe nukun do nu e kunkpla akwɛzinzan lɛ e wu e,la parole est à monsieur le rapporteur de la commission des affaires économiques,17967,/users/fkponou/data/for_asr/fongbe_one/17967.wav,10.41
17968,wo-tantɔn a rue du couvent,dix-huit a rue du couvent,17968,/users/fkponou/data/for_asr/fongbe_one/17968.wav,6.06
17969,a ɖo xɛsi ɖi wɛ nu mi xlonɔ,tu m'ennuies imbécile,17969,/users/fkponou/data/for_asr/fongbe_one/17969.wav,2.99
17970,amɔ un tuun ɖɔ gbeɖiɖo ɖevo na ɖeɖɛ tagba enɛ a ji a,néanmoins je ne sais pas si un rapport supplémentaire permettra de résoudre cette difficulté-là,17970,/users/fkponou/data/for_asr/fongbe_one/17970.wav,9.2
17971,un gbɔn ali elɔ ji kpo afɔ kpo ɖo hwetɔnnu,j'ai fait cette route-là à pied dans le temps,17971,/users/fkponou/data/for_asr/fongbe_one/17971.wav,7.52
17973,ali e ji e nɔ gbɔn bo nɔ yi cuves e saint-pois,route de cuves saint-pois,17973,/users/fkponou/data/for_asr/fongbe_one/17973.wav,6.91
17975,bɔ lee un kplɔn nu bi gbɔn e ɖie e ko lin a azan elɔ lɛɛ mɛ,et voici comment j'ai tout appris tout récemment ces jours-ci,17975,/users/fkponou/data/for_asr/fongbe_one/17975.wav,8.02
17980,un hɛn ɖ'ayi mɛ mɛɖaxo,je le maintiens monsieur le président,17980,/users/fkponou/data/for_asr/fongbe_one/17980.wav,2.13
17982,amɔ tagba ɔ syɛn tawun,mais le problème est majeur,17982,/users/fkponou/data/for_asr/fongbe_one/17982.wav,3.5
17983,egbe ɔ mi wa akpaxwe atɔngɔ ɔ ji,aujourd'hui nous arrivons à la troisième étape,17983,/users/fkponou/data/for_asr/fongbe_one/17983.wav,3.5
17984,e ɖo hwiɖesunɔ si mɛɖaxo xoɖɔtɔ ðaxo,à vous de choisir monsieur le rapporteur général,17984,/users/fkponou/data/for_asr/fongbe_one/17984.wav,5.12
17990,nu e e ɖyɔ ɖo xojlawema mɛ e ɖe wɛ nyi elɔ,il s'agit d'un amendement rédactionnel,17990,/users/fkponou/data/for_asr/fongbe_one/17990.wav,4.35
17991,ðo linlin elɔ mɛ ɔ sarkozysm kpo ɖo sɔgudo ɖagbe ɖe ɖo wɛ ɖo nukɔn tɔn,de ce point de vue le sarkozysme a encore de beaux jours devant lui,17991,/users/fkponou/data/for_asr/fongbe_one/17991.wav,9.39
17994,amɔ mi sɔ nɔ blo gbɛtɔ nyɛ ɖɔhun a,mais on ne fait plus des hommes comme moi,17994,/users/fkponou/data/for_asr/fongbe_one/17994.wav,5.89
17995,e kpaca mɛ a un yi gbe nu sɛn udi tɔn elɔ tawun,sans surprise je suis très favorable à cette proposition de loi de l'udi,17995,/users/fkponou/data/for_asr/fongbe_one/17995.wav,8.87
17996,a na bo tlɛ sunsun ɔ e na ɖo hlɔnhlɔn ɖebu a nugbo,même si vous le supprimez cela n'aura en réalité aucun effet,17996,/users/fkponou/data/for_asr/fongbe_one/17996.wav,6.31
17997,enɛ ɔ nyɔnu lɛ kpo mɛɖaxo lɛ kpo wɛ nyi nu e ɖe mi ɖo vo nu ump e,c'est bien cela mesdames messieurs les députés qui nous différencie de l'ump,17997,/users/fkponou/data/for_asr/fongbe_one/17997.wav,9.75
17998,bo na do sixu na ganjɛwu ɖɔ e na su akwɛ ɖokpo ɔ ɔ mi sɔ nu we ɖ'ayi,pour garantir effectivement l'égalité salariale nous proposons deux mesures,17998,/users/fkponou/data/for_asr/fongbe_one/17998.wav,7.42
17999,e ɖo mɔ co,tout à fait,17999,/users/fkponou/data/for_asr/fongbe_one/17999.wav,3.44
18000,un mɔ ɖɔ huzuhuzu enɛ lɛ xɔ akwɛ nu nukplɔnmɛ,je trouve à ces amendements un intérêt pédagogique,18000,/users/fkponou/data/for_asr/fongbe_one/18000.wav,4.35
18001,enɛ wu ɔ mi yi nukɔn bɔ mi na yi vivɔnu,nous avançons donc et nous irons jusqu'au bout,18001,/users/fkponou/data/for_asr/fongbe_one/18001.wav,6.97
18002,e na xo ɔ aklunɔ stephane peu bo na do nɔ gudo nu huzuhuzu numɛro kanweko atɔn kanɖe gban-nukun-atɔngɔ ɔ,la parole est à monsieur stéphane peu pour soutenir l'amendement numéro trois cent soixante-seize,18002,/users/fkponou/data/for_asr/fongbe_one/18002.wav,10.24
18005,un mɔ nukunnu jɛ wu ganji ɖɔ huzuhuzu e e blo ɖo hwɛɖɔxɔsa ɔ lɛ e wɛ nyi enɛ lɛ,j'ai bien entendu qu'il s'agissait d'amendements d'appel,18005,/users/fkponou/data/for_asr/fongbe_one/18005.wav,9.57
18006,nu votu lɛ,aux voix,18006,/users/fkponou/data/for_asr/fongbe_one/18006.wav,2.39
18007,amɔ mi jlo na jla nu lɛ ɖo,mais nous tenions à remettre les choses au clair,18007,/users/fkponou/data/for_asr/fongbe_one/18007.wav,3.75
18009,nu e e blo bɔ e bɔkun e ɖe wɛ nyi enɛ,il s'agit d'un amendement de simplification,18009,/users/fkponou/data/for_asr/fongbe_one/18009.wav,3.75
18010,akwɛzinzan lɛ nɔ jɛji,les dépenses augmentent,18010,/users/fkponou/data/for_asr/fongbe_one/18010.wav,3.07
18012,ye mɔ bɔ takwɛ yetɔn lɛ fɔn bo ɖo jijɛji wɛ bɔ akwɛ e ye nɔ yi e fɔn bo ɖo jijɛji wɛ,ils ont vu leurs impôts augmenter et leurs charges s'accroître,18012,/users/fkponou/data/for_asr/fongbe_one/18012.wav,9.81
18013,un ɖi ɖɔ un lɛ vɔ mɔ ɛ axɔsu ɔ,je crois le voir encore l'empereur,18013,/users/fkponou/data/for_asr/fongbe_one/18013.wav,3.5
18015,mi sɔ na mɔ nu enɛ lɛ gbeɖe a,ceux-là nous ne les reverrons jamais,18015,/users/fkponou/data/for_asr/fongbe_one/18015.wav,4.18
18016,azɔgbɛ ce vivɛna lɛɛ mi ko zɛ dogbo elɔ wu,mes chers collègues nous avons dépassé ce seuil,18016,/users/fkponou/data/for_asr/fongbe_one/18016.wav,5.03
18018,e nɔ sɔgbe xa azɔwanu ɖagbe ɖevo lɛ ɖi phpunit alo php codesniffer,il est compatible avec les autres outils d'assurance qualité comme phpunit ou php codesniffer,18018,/users/fkponou/data/for_asr/fongbe_one/18018.wav,9.05
18020,azɔ e e sɔ d'asi nu mɛ e,funeste commission,18020,/users/fkponou/data/for_asr/fongbe_one/18020.wav,2.13
18021,mi na ɖo zero point we ɖo kanweko mɛ enɛ ɔ na nyi kanweko ɖokpo ji,nous aurons zéro virgule deux pourcent c'est cent pourcent de plus,18021,/users/fkponou/data/for_asr/fongbe_one/18021.wav,6.23
18024,gbe e e ma yi gbe na a e ɖe,un désaveu clair,18024,/users/fkponou/data/for_asr/fongbe_one/18024.wav,3.41
18025,ðo ninɔmɛ ɖebu mɛ ɔ nu e mi lin e nɔ dɔn buninɔ to ɔ tɔn wa,en aucun cas ce que nous proposons ne remet en cause la solidarité nationale,18025,/users/fkponou/data/for_asr/fongbe_one/18025.wav,7.34
18026,nu enɛ ɔ adohu adohu syɛnsyɛn ɖe wɛ e nyi nu kponɔ lɛɛ kpodo gan lɛɛ kpo bɔ ye ɖo hwɛjijɔ,c'est une préoccupation très forte des policiers et des gendarmes et ils ont raison,18026,/users/fkponou/data/for_asr/fongbe_one/18026.wav,8.62
18027,e ɖo nu bi bɔ e ɖo yiyi wɛ elɔ,il avait tout pour lui celui-la,18027,/users/fkponou/data/for_asr/fongbe_one/18027.wav,5.55
18028,budget afatɔn we kpo wo-atɔn kpo xlɛ mɔ mɔ ɖɔ alixlɛmɛ e mi yi lɛ e sɔgbe,le budget deux mille treize a ainsi confirmé les orientations que nous avions actées,18028,/users/fkponou/data/for_asr/fongbe_one/18028.wav,15.27
18029,un wa ɖyɔɖyɔ sin kɛn kanɖe gban-nukun-ɛnɛgɔ ɔ ji,j'en viens à l'amendement numéro six cent soixante-quatorze,18029,/users/fkponou/data/for_asr/fongbe_one/18029.wav,5.02
18030,eo gudo tɔn ɔ wɛ,non c'est la dernière,18030,/users/fkponou/data/for_asr/fongbe_one/18030.wav,2.39
18031,acɛkpikpa ɔ sin xota kpo ɖo kɔmɛ lɛ tɔn nyi wɛ,l'essence du pouvoir continue d'appartenir aux communes,18031,/users/fkponou/data/for_asr/fongbe_one/18031.wav,3.93
18033,e na jiɖe mɛɖaxo ollier,monsieur ollier est rassuré,18033,/users/fkponou/data/for_asr/fongbe_one/18033.wav,2.9
18035,nuxixa zanmɛ bi nɔ wa fo do nu cikɔ nu nukun lɛ,lire toute la nuit finit par fatiguer les yeux,18035,/users/fkponou/data/for_asr/fongbe_one/18035.wav,6.57
18036,nu e mi na wa ɖo ganxixo e ɖo te kpɔn mi lɛ e mɛ e nɛ,c'est ce que nous ferons au cours des heures de débat qui nous attendent,18036,/users/fkponou/data/for_asr/fongbe_one/18036.wav,5.46
18037,mɛ e xo ɔ kan lɛ e na ɖo na ɖe afɔ enɛ a,les personnes concernées n'auront pas à faire cette démarche,18037,/users/fkponou/data/for_asr/fongbe_one/18037.wav,5.21
18040,gbigbɔ enɛ mɛ wɛ mi sɔ huzuhuzu elɔ ɖ'ayi ɖe,c'est dans cet esprit que nous proposions cet amendement,18040,/users/fkponou/data/for_asr/fongbe_one/18040.wav,4.18
18041,a ɖo biba wɛ mɔ bo na hwla nu e e hɛn gble e,vous cherchez ainsi à masquer le déficit structurel,18041,/users/fkponou/data/for_asr/fongbe_one/18041.wav,8.53
18042,enɛ wu ɔ linlin ɔ nyɔ nu e yi gbe nu sɛn kpɛvi elɔ,l'avis est donc favorable sous réserve de l'adoption de ce sous-amendement,18042,/users/fkponou/data/for_asr/fongbe_one/18042.wav,7.08
18043,e na xo ɔ mɛɖaxo rapporteur bo na do nɔ gudo nu huzuhuzu nukɔntɔn ɔ afatɔn kanweko kanɖe ko-atɔɔn,la parole est à monsieur le rapporteur pour soutenir l'amendement numéro mille cent soixante-sept,18043,/users/fkponou/data/for_asr/fongbe_one/18043.wav,17.83
18047,a lɛ ɖɔ xo do xota fnap tɔn ji bɔ e sɛkpɔ ayi ce tawun,vous avez également évoqué le sujet du fnap qui me tient particulièrement à coeur,18047,/users/fkponou/data/for_asr/fongbe_one/18047.wav,6.91
18049,kɛnklɛn bo fo mɛɖaxo peu,veuillez conclure monsieur peu,18049,/users/fkponou/data/for_asr/fongbe_one/18049.wav,3.16
18050,enɛ wu ɔ un ɖo nu e un ko mɔ kpɔn ɖo xwe e wa yi lɛ e mɛ e un na ɖɔ xo ɖe do wu tɔn ɖo nukɔnmɛ,j'ai donc l'expérience des années passées j'en dirai un mot tout à l'heure,18050,/users/fkponou/data/for_asr/fongbe_one/18050.wav,11.01
18051,etɛ ka nyi koklojo kpo amamu kpo bo nɔ yi ji bo nɔ yi do,qu'est-ce qui est jaune et vert et monte et descend,18051,/users/fkponou/data/for_asr/fongbe_one/18051.wav,6.49
18052,nyɛ lɔmɔ bu kpɛɖe,moi aussi je m'y perds un peu,18052,/users/fkponou/data/for_asr/fongbe_one/18052.wav,3.67
18054,e na xo ɔ aklunɔ marc fesneau bo na do nɔ gudo nu huzuhuzu numɛro kanweko ɛnɛgɔ ɔ,la parole est à monsieur marc fesneau pour soutenir l'amendement numéro quatre cent treize,18054,/users/fkponou/data/for_asr/fongbe_one/18054.wav,9.56
18055,e nyi mɔ a,ce n'est pas le cas,18055,/users/fkponou/data/for_asr/fongbe_one/18055.wav,1.79
18057,litany de l'evaluation wɛ nyi xosin towe ɖokpo gee bo kpo ɖo mɔ ɖo nugbo mɛ,la litanie du bilan a été votre seule réponse et le reste encore d'ailleurs,18057,/users/fkponou/data/for_asr/fongbe_one/18057.wav,11.78
18059,linlin ɖagbe nugbo,belle proposition en effet,18059,/users/fkponou/data/for_asr/fongbe_one/18059.wav,2.47
18060,mi mɔ ɖɔ e ɖo dandan ɖɔ e ni vɔ bloɖo,nous considérons nous qu'il est urgent de la rétablir,18060,/users/fkponou/data/for_asr/fongbe_one/18060.wav,4.44
18061,bo na do su akwɛ e e ɖo e sin axɔ ɔ acɛ ɔ sɔ axɔ,pour compenser ses largesses fiscales la droite a choisi la dette,18061,/users/fkponou/data/for_asr/fongbe_one/18061.wav,4.61
18065,un mɔ ɖo alɔ ce mɛ ɔ ɖiɖe ɖe ɖo jlɛjininɔ mɛ a e gbɔn vo tawun,je ne vois pour ma part aucune rupture d'égalité bien au contraire,18065,/users/fkponou/data/for_asr/fongbe_one/18065.wav,6.91
