ID,message,sentence,filename,wav,duration
13460,un jlo na xɔ sin go ɖokpo kɛnklɛn,je voudrais acheter une bouteille d'eau s'il vous plait,13460,/users/fkponou/data/for_asr/fongbe_one/13460.wav,4.1
13463,bɔ hwi mɛɖaxo giraud un ɖesu ɖe sin mɛ,et vous monsieur giraud je le retire également,13463,/users/fkponou/data/for_asr/fongbe_one/13463.wav,9.75
13465,dawe kpikpo ɖokpo,un vieux,13465,/users/fkponou/data/for_asr/fongbe_one/13465.wav,2.13
13466,gbɔn nɔví nyɔnu tɔn gɔ́n,bas à sa tante,13466,/users/fkponou/data/for_asr/fongbe_one/13466.wav,2.65
13467,fɛ poof agban kpinkpɛn ɖé wɛ,ouf  bouf  quelle charge ,13467,/users/fkponou/data/for_asr/fongbe_one/13467.wav,7.0
13468,hǔn mɔ nukúnnú jɛ wu ɖɔ tódɔnnúmɛ ce ɖíe,«comprenez donc que c'est mon châtiment,13468,/users/fkponou/data/for_asr/fongbe_one/13468.wav,5.89
13469,é huzu nǔkpacamɛtɔ́ nǔbudo tɔn ɖé bo mɔ nǔ e nǔkpacamɛtɔ́ ɖaxó xóxó lɛ nɔ hwla lɛ é,elle devient une brodeuse mystique et retrouve les secrets des vieux maîtres brodeurs,13469,/users/fkponou/data/for_asr/fongbe_one/13469.wav,16.13
13470,kpɔ́n nǔ e é ɖò ɖiɖe xlɛ́ wɛ é,regardez ce qu'il est en train de montrer,13470,/users/fkponou/data/for_asr/fongbe_one/13470.wav,2.32
13471,é nɔ fá jɔhɔn,il refroidit l'atmosphère,13471,/users/fkponou/data/for_asr/fongbe_one/13471.wav,2.82
13472,ali kanweko atɔ́ɔ́n kanɖé ko-nukún-ɖokpo de la mongerie wǒ-ɖokpo kanwe atɔ́ɔ́n kanɖé-nukún-ɖokpo brie,cinq cent soixante et un route de la mongerie seize cinq cent quatre-vingt-dix brie,13472,/users/fkponou/data/for_asr/fongbe_one/13472.wav,10.75
13474,etɛ a nɔ nu zanzan  kafée alǒ téé,que prenez-vous le matin  café ou thé ,13474,/users/fkponou/data/for_asr/fongbe_one/13474.wav,5.57
13475,un jló ná gbà xóɖóxámɛ towe ǎ axɔsu,je n'ai pas voulu casser votre rythme monsieur le président,13475,/users/fkponou/data/for_asr/fongbe_one/13475.wav,5.48
13476,hwetɛnu a ka na nɔ californie,combien de temps resterez-vous en californie ,13476,/users/fkponou/data/for_asr/fongbe_one/13476.wav,3.16
13477,nɔví tɔn ɖi xɛsi ɖɔ é ɖò tamɛ lin dó wuvɛ̌ ɖaxó e tɔ́ yetɔn mɔ é jí wɛ,son frère craignit qu'elle ne songeât aux suprêmes angoisses de leur père,13477,/users/fkponou/data/for_asr/fongbe_one/13477.wav,8.11
13478,wanyiyi a ɖó sɔgudo,amour tu as l'avenir,13478,/users/fkponou/data/for_asr/fongbe_one/13478.wav,2.79
13480,nǔ e è nɔ gbɛ́ é ɖé wɛ nyí élɔ́,c'est une objection,13480,/users/fkponou/data/for_asr/fongbe_one/13480.wav,5.29
13482,zǎn ɖagbe bo dɔ́ amlɔ ganji,bonne nuit et dormez bien ,13482,/users/fkponou/data/for_asr/fongbe_one/13482.wav,2.3
13483,bis rue reulos ɛnɛ kanwe-ɛnɛ kanweko tantɔn ɖò villejuif,quatre bis rue reulos quatre-vingt-quatorze huit cents à villejuif,13483,/users/fkponou/data/for_asr/fongbe_one/13483.wav,3.75
13484,fitɛ a kplɔn nu enɛ ɔ ɖe,où avez-vous appris ça ,13484,/users/fkponou/data/for_asr/fongbe_one/13484.wav,3.24
13485,è na xó ɔ mɛɖaxó philippe gosselin bo na dó nɔ gudo nú huzuhuzu numɛro kanweko wè kanɖé,la parole est à monsieur philippe gosselin pour soutenir l'amendement numéro deux cent cinquante,13485,/users/fkponou/data/for_asr/fongbe_one/13485.wav,8.45
13486,rue paul marion le havre afatɔ́n kanɖé gban-nukún-atɔn-nukún-ɖokpo,rue paul marion soixante-seize mille six cents le havre,13486,/users/fkponou/data/for_asr/fongbe_one/13486.wav,3.53
13487,un na yi sɔ,je m'en irai demain,13487,/users/fkponou/data/for_asr/fongbe_one/13487.wav,1.37
13488,ɛɛn alɔwliwli ɔ huzu ɛ,ah bien oui  le mariage l'a transformée ,13488,/users/fkponou/data/for_asr/fongbe_one/13488.wav,5.48
13490,avɔ wiwi alǒ gǒjiblanú ɖé lɛ ɖibla kpò ɖò finɛ ǎ,il n'y avait là presque plus d'habits noirs ni de chapeaux ronds,13490,/users/fkponou/data/for_asr/fongbe_one/13490.wav,6.83
13492,rue gban-tantɔn gustave de clausade kanwe-nukún-ɖokpo kanweko tantɔn rabastens,trente-huit rue gustave de clausade quatre-vingt-un huit cents rabastens,13492,/users/fkponou/data/for_asr/fongbe_one/13492.wav,12.71
13493,é ɖò dosie ɖé hɛn wá wɛ à,il est en train d'amener un fichier ,13493,/users/fkponou/data/for_asr/fongbe_one/13493.wav,2.65
13494,azɔn ɖokpo ɔ mǐ nɔ sɔ́ sɛ́n ɖó vo nú toxo ɖé lɛ,encore une fois nous légiférons par exception pour quelques communes,13494,/users/fkponou/data/for_asr/fongbe_one/13494.wav,6.4
13495,é jló ná flín wanyiyi e é ɖó ni é kɛɖɛ,elle n'a voulu se souvenir que de sa passion pour elle,13495,/users/fkponou/data/for_asr/fongbe_one/13495.wav,4.44
13496,gbè ɔ bǐ,de tout mon long,13496,/users/fkponou/data/for_asr/fongbe_one/13496.wav,0.94
13497,enyi un ɖótó gbɔn hɔnsúnú ɔ jí à,si j'écoutais par la serrure ,13497,/users/fkponou/data/for_asr/fongbe_one/13497.wav,4.55
13500,tinmɛ xó énɛ́ ɔ́ nú mì nú a kpéwú hǔn,expliquez-moi ça  si vous pouvez,13500,/users/fkponou/data/for_asr/fongbe_one/13500.wav,3.93
13502,rue oméga kanwe ko-atɔ́ɔ́n kanwe ko-nukún-ɖokpo saint-paul,rue oméga quatre-vingt-dix-sept quatre cent onze saint-paul,13502,/users/fkponou/data/for_asr/fongbe_one/13502.wav,8.28
13504,tokpɔn zǎnzǎnhweji tɔn tò e mɛ un jɔ ɖè é wɛ na mì vogbingbɔn enɛ lɛ,ces distinctions m'ont été offertes par l'état de mosquitos mon pays natal,13504,/users/fkponou/data/for_asr/fongbe_one/13504.wav,9.9
13505,é tɛ́ dó kɔ́ mɛ bo tɛ́ dó kɔ́zún ɖé mɛ,piqué dans la vase et incorporé dans une botte de roseaux,13505,/users/fkponou/data/for_asr/fongbe_one/13505.wav,4.83
13506,toupart byɔ mɛ sín gudo,toupart entre par le fond,13506,/users/fkponou/data/for_asr/fongbe_one/13506.wav,5.97
13508,é nyɔ́ wà ɔ é nɔ dó xɛsi mɛ ɖevo lɛ,au contraire cela fait fuir les autres,13508,/users/fkponou/data/for_asr/fongbe_one/13508.wav,8.79
13509,mǐ ɖò zǎnzǎn tɛɛn,nous sommes en avance,13509,/users/fkponou/data/for_asr/fongbe_one/13509.wav,3.24
13511,fitɛ ye nɔ nɔ,où habitent-ils ,13511,/users/fkponou/data/for_asr/fongbe_one/13511.wav,1.62
13512,marcof wɛ ɖò nukɔn,marcof était en tête,13512,/users/fkponou/data/for_asr/fongbe_one/13512.wav,1.71
13514,allée henri-alain fournier saint-mihiel afatɔ́n kanɖé atɔ́ɔ́n kanɖé atɔ́ɔ́n,allée henri-alain fournier cinquante-cinq mille trois cents saint-mihiel,13514,/users/fkponou/data/for_asr/fongbe_one/13514.wav,7.94
13515,un ɖò xó ɖɔ dó nǔ elɔ wu wɛ hweɖenu ɖíe,j'y faisais référence il y a un instant,13515,/users/fkponou/data/for_asr/fongbe_one/13515.wav,3.93
13518,vi wamamɔnɔ xɛsi ɖi we ɖɔ a na dɔn aluwɛ wa hwɛndo towe ǎ ,pauvre enfant vous ne craignez donc pas de faire du chagrin à votre famille ,13518,/users/fkponou/data/for_asr/fongbe_one/13518.wav,10.84
13520,mawu ce tócí nɛ́,mon dieu  quel âne ,13520,/users/fkponou/data/for_asr/fongbe_one/13520.wav,2.9
13521,è yí gbè nú sɛ́n enɛ ɖò 2012 amɔ̌ è ɖó na ɖè è síìn,cette disposition avait été adoptée en deux mille douze mais elle a dû être abrogée,13521,/users/fkponou/data/for_asr/fongbe_one/13521.wav,7.94
13523,un tuùn ganji ɖɔ monsieur lɛkɔ sín inde azǎn tantɔn ɖíe,je sais bien que monsieur est rentré depuis huit jours des indes,13523,/users/fkponou/data/for_asr/fongbe_one/13523.wav,7.34
13524,a ɖó adingban gbɔn kɔ towe mɛ hwi adingbannɔ,tu en as menti par la gorge truand ,13524,/users/fkponou/data/for_asr/fongbe_one/13524.wav,5.48
13525,é tɔ́n bo nɔte ɖò atɛ ɖé nukɔn,il va pour sortir et s'arrête devant une étagère,13525,/users/fkponou/data/for_asr/fongbe_one/13525.wav,2.97
13526,ajɔ̌ ɔ nyla,les affaires n'allaient pas,13526,/users/fkponou/data/for_asr/fongbe_one/13526.wav,3.75
13529,amɔ̌ é ɖò dandan ɖɔ è ni lɛkɔ wá nùkanbyɔ ɔ jí bo na xósin ɖé,mais il est nécessaire de reprendre la question et d'apporter une réponse,13529,/users/fkponou/data/for_asr/fongbe_one/13529.wav,6.4
13530,un yi kansɛ́ɛ anɔ̌ tɔn sín wezunkantɔ́ sun e wá yì é mɛ,je suis allé faire un marathon contre le cancer du sein le mois dernier,13530,/users/fkponou/data/for_asr/fongbe_one/13530.wav,7.17
13533,nǔ we enɛ lɛ kplékplé na wà ɖagbe nú mɛ winnyawinnya lɛ kpo nyɔnu lɛ kpo tawun,ces deux mesures combinées bénéficieraient en particulier aux jeunes et aux femmes,13533,/users/fkponou/data/for_asr/fongbe_one/13533.wav,7.51
13534,é na bo tlɛ nyí ɖɔ aklunɔ tian jló na ɖó dogbó n'i ɔ mǐ bǐ wɛ ɖò xɔ gbá wɛ ɖó kpɔ́,même si monsieur tian a souhaité la limiter nous construisons tous ensemble,13534,/users/fkponou/data/for_asr/fongbe_one/13534.wav,9.05
13535,nǔjlɔjlɔwiwa alɔkpa ɖé ɖò finɛ,il y a là une forme d'inégalité,13535,/users/fkponou/data/for_asr/fongbe_one/13535.wav,3.34
13536,è ɖi nǔ ɖɔ é jó éɖée dó bɔ é kú ɖò dotóoxwé sín zan jí bɔ mǐ yí gbè na,on croyait qu'il s'etait laisse mourir dans un lit d'hôpital et on l'en approuvait,13536,/users/fkponou/data/for_asr/fongbe_one/13536.wav,12.89
13537,è ɖó hudo nǔ taji kpo nǔ e bɔkun é kpo tɔn,il faut du sérieux et de la simplification,13537,/users/fkponou/data/for_asr/fongbe_one/13537.wav,6.66
13538,è na xó ɔ ministère de la défense,la parole est à monsieur le ministre de la défense,13538,/users/fkponou/data/for_asr/fongbe_one/13538.wav,2.47
13539,è na xó ɔ mɛɖaxó jacques pélissard bo na dó nɔ gudo nú ɖyɔɖyɔ numɛro kanweko atɔngɔ́ ɔ,la parole est à monsieur jacques pélissard pour soutenir l'amendement numéro deux cent quarante-trois,13539,/users/fkponou/data/for_asr/fongbe_one/13539.wav,7.85
13540,é nyí adingban kpowun un lin ɖɔ é wɛ nyí xókwín e jɛxa é,il est faux tout simplement je crois que c'est l'adjectif qui convient,13540,/users/fkponou/data/for_asr/fongbe_one/13540.wav,4.86
13541,è sixu ɖe gbeta ɖɔ è ni wà azɔ̌ ǎ,cela ne se décrète pas l'emploi,13541,/users/fkponou/data/for_asr/fongbe_one/13541.wav,3.25
13542,linlin ɖokpo ɔ,même avis,13542,/users/fkponou/data/for_asr/fongbe_one/13542.wav,0.09
13545,nukɔnyiyi ɖaxó ɖé wɛ nyí enɛ ɖò gbɛ̌ta mɛ,c'est un très grand progrès social,13545,/users/fkponou/data/for_asr/fongbe_one/13545.wav,3.58
13546,cɛju wěwe gban,douze minutes trente,13546,/users/fkponou/data/for_asr/fongbe_one/13546.wav,2.73
13548,nǔ nyí mɔ̌ ɖ'ayǐ ǎ,tel n'était pas le cas auparavant,13548,/users/fkponou/data/for_asr/fongbe_one/13548.wav,2.3
13549,nǔgbó wɛ nyí mɔ̌ bǐ mlɛ́mlɛ́,c'est tout à fait vrai,13549,/users/fkponou/data/for_asr/fongbe_one/13549.wav,2.13
13550,enɛ ɔ gudo ɔ un ɖɔ gbeɖe ɖɔ alɔdo hectare ɖokpo ɔ na nyi ɖokpo ɔ ɖo fi bi a,ensuite je n'ai jamais affirmé que l'aide à l'hectare serait la même partout,13550,/users/fkponou/data/for_asr/fongbe_one/13550.wav,8.19
13551,acɛkpikpa ɔ ɖò azɔ̌ wà wɛ ɖò hwe ɖokpo ɔ nu ɔ azɔ̌xwé lɛ vɔ́ blóɖó ɖò tò ɔ mɛ,le gouvernement entreprend dans le même temps la réindustrialisation du pays,13551,/users/fkponou/data/for_asr/fongbe_one/13551.wav,8.79
13552,nǔ e wu è ma ɖó na sɔ́ xóɖɔɖókpɔ́ elɔ dó bló nǔ e è nɔ ylɔ ɖɔ caricature é ǎ é nɛ,c'est pour cela que ce débat ne devrait pas être caricatural,13552,/users/fkponou/data/for_asr/fongbe_one/13552.wav,10.75
13553,hwɛɖɔxɔsa ðaxó ɔ ɖɔ mɔ̌ nú we,la cour des comptes vous l'a dit,13553,/users/fkponou/data/for_asr/fongbe_one/13553.wav,4.1
13555,nǔ e è ɖyɔ ɖò xóɖɔtɔ́ ɔ gɔ́n é nɛ,c'était un amendement du rapporteur,13555,/users/fkponou/data/for_asr/fongbe_one/13555.wav,3.67
13556,fí,tiens,13556,/users/fkponou/data/for_asr/fongbe_one/13556.wav,1.67
13557,enɛ ɔ gudo ɔ nú sun ɖokpo adaɖé ɔ mǐ kpéwú bo ɖu lè gbè e mǐ na mǐ é tɔn,ensuite durant un mois et demi nous avons pu profiter de notre permission,13557,/users/fkponou/data/for_asr/fongbe_one/13557.wav,9.05
13558,mǐ ɖó gbɛ̌ta azɔ̌wiwa tɔn ɖé nú sun tantɔn,on avait fait un groupe de travail pendant huit mois,13558,/users/fkponou/data/for_asr/fongbe_one/13558.wav,5.29
13560,enɛ na nyí nǔ e ma sixu jɛ ǎ é ɖé,cela sera strictement impossible,13560,/users/fkponou/data/for_asr/fongbe_one/13560.wav,7.42
13561,è na xó ɔ mɛɖaxó bruno nɛstɔ azerot,la parole est à monsieur bruno nestor azerot,13561,/users/fkponou/data/for_asr/fongbe_one/13561.wav,2.56
13563,carré ɖɔ xó dó kɔ́fu ɔ jí,carré a parlé de l'assiette lui,13563,/users/fkponou/data/for_asr/fongbe_one/13563.wav,6.06
13565,linlin tɛ́ wěma ɔ́ ka ɖó  nùnywɛ,quel est l'avis de la commission  sagesse,13565,/users/fkponou/data/for_asr/fongbe_one/13565.wav,3.53
13566,é ɖò nǔ kpɔ́n wɛ kpowun,il ne faisait qu'observer,13566,/users/fkponou/data/for_asr/fongbe_one/13566.wav,3.58
13569,enɛ wu ɔ un nɔ kpɔ́n mɛ e wlan huzuhuzu ɖokpo ɔ lɛ é,je me tourne donc vers les auteurs des amendements identiques,13569,/users/fkponou/data/for_asr/fongbe_one/13569.wav,5.21
13571,wǎ mɛɖaxó é ɖɔ nú belle-rose,venez donc monsieur dit-il à belle-rose,13571,/users/fkponou/data/for_asr/fongbe_one/13571.wav,4.1
13573,é gɔ́ nú nǔgbododó lɛ,elle est pleine de principes,13573,/users/fkponou/data/for_asr/fongbe_one/13573.wav,2.9
13575,rue gban-we rose zero we lizy kanwe atɔn ko,trente-deux rue rose zéro deux trois cent vingt lizy,13575,/users/fkponou/data/for_asr/fongbe_one/13575.wav,9.81
13576,xwétɛn les parcs de porto vécchio ko kanwe gban-nukún-we pɔtu-vecchio,lotissement les parcs de porto vécchio vingt cent trente-sept porto-vecchio,13576,/users/fkponou/data/for_asr/fongbe_one/13576.wav,13.65
13579,rue beaunier kanɖé-we zéro zéro zéro saint-étienne,rue beaunier quarante-deux zéro zéro zéro saint-étienne,13579,/users/fkponou/data/for_asr/fongbe_one/13579.wav,2.04
13581,ali kanɖé gban ɖò hémérocalles,soixante-dix rue des hémérocalles,13581,/users/fkponou/data/for_asr/fongbe_one/13581.wav,3.93
13582,é sɔ́ mɛ e nɔ yí nǔ lɛ é ɖokpo jó nú georges,passant l'un des récepteurs à georges,13582,/users/fkponou/data/for_asr/fongbe_one/13582.wav,4.01
13584,mɛ nabi wɛ ,combien sont-ils ,13584,/users/fkponou/data/for_asr/fongbe_one/13584.wav,1.96
13588,enyi a nyí ce hǔn yì un na na we tónúsíse,si t'étais à moi va  je t'en flanquerais de la docilité,13588,/users/fkponou/data/for_asr/fongbe_one/13588.wav,8.92
13592,e nyɔ vi ce gan elɔ su,eh bien mon enfant cette heure a sonné ,13592,/users/fkponou/data/for_asr/fongbe_one/13592.wav,5.57
13594,o é nyí mɔ̌ ǎ ,oh  pas du tout ,13594,/users/fkponou/data/for_asr/fongbe_one/13594.wav,2.56
13595,é sè mɔ̌,elle le sentait,13595,/users/fkponou/data/for_asr/fongbe_one/13595.wav,2.41
13596,é xlɛ́ simone e nɔ byɔ mɛ sín amyɔxwé é enɛ gudo ɔ é nɔ tɔ́n ɖò gudo,il indique simone qui entre de gauche puis il sort par le fond,13596,/users/fkponou/data/for_asr/fongbe_one/13596.wav,10.5
13597,mi ɖó fínɛ́ yiyi te,arrête d'y aller,13597,/users/fkponou/data/for_asr/fongbe_one/13597.wav,3.58
13598,vi ce ɖo zunkan mɛ,mon fils dans les roseaux ,13598,/users/fkponou/data/for_asr/fongbe_one/13598.wav,3.24
13600,é nyɔ́ é ɖò dandan ɖɔ è ni bló tan kpɛɖé nugbǒ,bravo  il faut en effet faire un peu d'histoire,13600,/users/fkponou/data/for_asr/fongbe_one/13600.wav,6.31
13601,akwɛ́ ɖaxó ɖé wɛ nyí énɛ́ è ɖè fɔtóo nǔ e jí è jɛxa bo na d'alɔ lɛ é bǐ tɔn,c'est une somme importante  toutes les surfaces éligibles aux aides sont orthophotographiées,13601,/users/fkponou/data/for_asr/fongbe_one/13601.wav,3.5
13602,azɔ̌ e tartuffe wà é wɛ na xósin ɔ,la réponse fut fournie par le rôle de tartuffe,13602,/users/fkponou/data/for_asr/fongbe_one/13602.wav,5.38
13604,a nɔ wà nǔ xá mɛ gègě towe nyanya,vous maltraitez votre majorité,13604,/users/fkponou/data/for_asr/fongbe_one/13604.wav,3.72
13605,mɛɖé lɛ́ɛ tíin nǔgbó bó ɖo biba ná bló bɔ nukúnmɛ yětɔn ná gbà,il y en a vraiment qui cherchent à se faire casser la gueule,13605,/users/fkponou/data/for_asr/fongbe_one/13605.wav,12.17
13606,sɛ́n ɖé wɛ à,est-ce réglementaire,13606,/users/fkponou/data/for_asr/fongbe_one/13606.wav,2.56
13607,ðò xota ɔ mɛ ǎ,hors sujet,13607,/users/fkponou/data/for_asr/fongbe_one/13607.wav,2.05
13609,é ko na nǔ,elle avait cotisé,13609,/users/fkponou/data/for_asr/fongbe_one/13609.wav,2.65
13610,é víví nú mǐ ministère,nous nous en réjouissons monsieur le ministre,13610,/users/fkponou/data/for_asr/fongbe_one/13610.wav,1.54
13611,un byɔ ɛ ɖɔ é ni ɖè huzuhuzu e é bló é síìn,je lui demande de retirer son amendement,13611,/users/fkponou/data/for_asr/fongbe_one/13611.wav,5.63
13613,azɔ̌ sɔgudo tɔn é nɛ,les emplois d'avenir c'est ça,13613,/users/fkponou/data/for_asr/fongbe_one/13613.wav,4.27
13614,ma ɖɔ xó xóxó ó,ne dites pas n'importe quoi,13614,/users/fkponou/data/for_asr/fongbe_one/13614.wav,2.9
13616,è bló bɔ awu tɔn wiwi ɔ cí wěwé ɖɔhun bo nɔ kɔ́n ɖò fí ɖé lɛ,sa redingote noire était par endroits blanchie et luisante,13616,/users/fkponou/data/for_asr/fongbe_one/13616.wav,5.8
13617,budget afatɔ́n wè kpo wǒ-atɔn kpo xlɛ́ ɖɔ alixlɛ́mɛ e mǐ yí lɛ é sɔgbe,le budget deux mille treize a ainsi confirmé les orientations que nous avions actées,13617,/users/fkponou/data/for_asr/fongbe_one/13617.wav,8.11
13619,mi na vo ni,nous la voterons,13619,/users/fkponou/data/for_asr/fongbe_one/13619.wav,3.58
13621,sín hwenɛ́nu ɔ́ è sɔ́ ɖó xó ɖěbǔ dó wǔ tɔn ǎ,depuis lors on n'avait plus de ses nouvelles,13621,/users/fkponou/data/for_asr/fongbe_one/13621.wav,6.23
13622,amɔ̌ é ɖò wɛn ɖɔ ye na ɖ'alɔ ɖò nǔ ɔ mɛ tlolo bɔ è na sɔ́ vo dó jí,mais ceux-ci vont évidemment s'engager dès qu'elle sera votée,13622,/users/fkponou/data/for_asr/fongbe_one/13622.wav,10.41
13625,enɛ wu ɔ un nɔ xò nǔ kpɔ́n dó gbeklanxámɛ ɔ wu,j'interroge donc l'opposition,13625,/users/fkponou/data/for_asr/fongbe_one/13625.wav,4.78
13626,é ɖò mɔ̌ có,absolument,13626,/users/fkponou/data/for_asr/fongbe_one/13626.wav,1.88
13628,é xú bo lɛ́ cí fɛ́ɖɛ́fɛ́ɖɛ́,il est maigrichon et palot,13628,/users/fkponou/data/for_asr/fongbe_one/13628.wav,2.82
13629,è mɔ nǔ enɛ ɖò vota ɔ mɛ ǎ,cela ne s'est pas traduit dans le vote,13629,/users/fkponou/data/for_asr/fongbe_one/13629.wav,2.73
13630,nǔgbéjékpɔ́n ɖé wɛ,ça c'est une analyse,13630,/users/fkponou/data/for_asr/fongbe_one/13630.wav,2.73
13631,è hɛn azɔ̌ yetɔn lɛ kpo hlɔnhlɔn yetɔn lɛ kpo lidǒ ɖò malin-malin mɛ dìn,leurs missions et leurs pouvoirs ont été récemment renforcés,13631,/users/fkponou/data/for_asr/fongbe_one/13631.wav,6.69
13632,huzuhuzu kanweko mɔkpan e è sɔ́ ɖó te bo na dó ɖè takwɛ kpò bo na lɛ́ bló bɔ akwɛzinzan na jɛji é,plusieurs centaines d'amendements visant à baisser les impôts et augmenter les dépenses,13632,/users/fkponou/data/for_asr/fongbe_one/13632.wav,13.82
13634,è ɖó na xò nǔ wè lɛ kplé ǎ,il ne faut pas mélanger les deux,13634,/users/fkponou/data/for_asr/fongbe_one/13634.wav,3.58
13638,a ɖò afɔ tɛ́ dó jǐ tɔn wɛ,vous êtes en train de la piétiner,13638,/users/fkponou/data/for_asr/fongbe_one/13638.wav,2.82
13639,nugbǒ ɔ a bló tuto towe ɖó nǔ enɛ sísɔ́ síìn jí,en vérité vous avez bâti votre campagne sur la suppression de ce dispositif,13639,/users/fkponou/data/for_asr/fongbe_one/13639.wav,0.19
13640,kɛnklɛn mi nú mǐ ni tɛnkpɔn bo ɖó xóɖɔɖókpɔ́ ɖagbe ɖé fífá mɛ bo na bló tuto nú nǔ lɛ,de grâce essayons d'avoir un dialogue constructif apaisé et posons les choses,13640,/users/fkponou/data/for_asr/fongbe_one/13640.wav,9.22
13641,bɔ é xɔ akwɛ́ livi kanwe ko,et il y en a pour quatre-vingts milliards,13641,/users/fkponou/data/for_asr/fongbe_one/13641.wav,2.23
13642,enɛ kpaca mɛ ǎ é nɔ jɛ hwebǐnu ɖò hwenu e è ɖò akwɛyózó mɛ é,cela n'a rien d'étonnant il en va toujours ainsi en période de récession,13642,/users/fkponou/data/for_asr/fongbe_one/13642.wav,10.75
13643,énɛ́ ɔ́ nyɔ́,voilà qui est bien,13643,/users/fkponou/data/for_asr/fongbe_one/13643.wav,1.62
13644,xà ye dó gbè ɖaxó mɛ,lisez-les à voix haute,13644,/users/fkponou/data/for_asr/fongbe_one/13644.wav,2.3
13645,è ko jla mɔ̌to ɔ ɖó,la voiture a été réparée,13645,/users/fkponou/data/for_asr/fongbe_one/13645.wav,2.99
13648,nǔ e ɖò aklunɔzángbe azɔ̌wiwa tɔn ɖé mɛ é,le contenu d'un mercredi de travail,13648,/users/fkponou/data/for_asr/fongbe_one/13648.wav,4.44
13650,un ɖo wuvɛ gege ɖo alɔ ce mɛ,j'ai une grande douleur au bras,13650,/users/fkponou/data/for_asr/fongbe_one/13650.wav,2.9
13651,atɔn,trois,13651,/users/fkponou/data/for_asr/fongbe_one/13651.wav,1.71
13652,nǔ e è ɖyɔ é gbɔn vo kpɛɖé nú madame massonneau tɔn,cet amendement diffère légèrement de celui de madame massonneau,13652,/users/fkponou/data/for_asr/fongbe_one/13652.wav,4.18
13653,ɖò tavo ɔ jí,à table,13653,/users/fkponou/data/for_asr/fongbe_one/13653.wav,2.05
13654,dǒ mǐtɔn,notre mur,13654,/users/fkponou/data/for_asr/fongbe_one/13654.wav,1.86
13655,kplékplé ɖé,un tas,13655,/users/fkponou/data/for_asr/fongbe_one/13655.wav,1.21
13656,avivɔsun sín bǐbɛ̌mɛ,le début du mois d'août,13656,/users/fkponou/data/for_asr/fongbe_one/13656.wav,2.22
13657,a ɖò azɔ̌ wà wɛ égbé à ,vous travaillez aujourd'hui ,13657,/users/fkponou/data/for_asr/fongbe_one/13657.wav,2.73
13658,mǐ ɖò jǐ,nous sommes debout,13658,/users/fkponou/data/for_asr/fongbe_one/13658.wav,1.95
13659,è na ko sè bɔ é ɖò nǔ hlún ɖɔ wɛ,on l'aurait entendu se plaindre,13659,/users/fkponou/data/for_asr/fongbe_one/13659.wav,4.01
13660,kpo,avec,13660,/users/fkponou/data/for_asr/fongbe_one/13660.wav,1.45
13663,nɔví nyɔnu ce nɔ wá ba mì kpɔ́n hú azɔn ɖokpo ɖò xwè ɖokpo mɛ,ma tante vient me rendre visite plus d'une fois par an,13663,/users/fkponou/data/for_asr/fongbe_one/13663.wav,6.66
13664,nε mɛ bi ɖe gbɔn ɖo xwegbe,comment va tout le monde à la maison ,13664,/users/fkponou/data/for_asr/fongbe_one/13664.wav,2.99
13665,é nyí amɛlikanu,il est américain,13665,/users/fkponou/data/for_asr/fongbe_one/13665.wav,2.05
13666,vǐ atɔn,trois enfants,13666,/users/fkponou/data/for_asr/fongbe_one/13666.wav,1.11
13667,hwetɛnu wɛ a mɔ ɛ gudogudo tɔn ɔ,quand l'aviez-vous vue en dernier ,13667,/users/fkponou/data/for_asr/fongbe_one/13667.wav,3.41
13668,kɛnklɛn,pitié ,13668,/users/fkponou/data/for_asr/fongbe_one/13668.wav,0.74
13669,mǐ ɖu gbadanu nùɖuɖu ɖé ɖò hwenu e é wá yì é,on dînait tard,13669,/users/fkponou/data/for_asr/fongbe_one/13669.wav,7.0
13670,axixɔsa e mɛ é xɔ kɔ́fu tɔn ɖè é,le magasin où elle acheta ses lunettes,13670,/users/fkponou/data/for_asr/fongbe_one/13670.wav,4.95
13671,gletoxo sín nyikɔ lɛ kpinkplɔn kpo ye jijlaɖó kpo,etude et correction des noms de villages,13671,/users/fkponou/data/for_asr/fongbe_one/13671.wav,6.22
13672,hla ɔ,le loup,13672,/users/fkponou/data/for_asr/fongbe_one/13672.wav,1.88
13673,égbé wɛ nyí lundi,aujourd'hui c'est lundi,13673,/users/fkponou/data/for_asr/fongbe_one/13673.wav,2.65
13674,un ɖi ɖɔ mi yiwanna,je suis sûr qu'on aima,13674,/users/fkponou/data/for_asr/fongbe_one/13674.wav,2.05
13675,é yi xu jí,il est parti en mer,13675,/users/fkponou/data/for_asr/fongbe_one/13675.wav,1.71
13676,a yí wǎn nú nɔví towe nyɔnu,tu aimes ta sœur,13676,/users/fkponou/data/for_asr/fongbe_one/13676.wav,3.44
13677,ajinakúɖú wiwi gban-nukún-atɔ́ɔ́n,trente cinq éléphants noirs,13677,/users/fkponou/data/for_asr/fongbe_one/13677.wav,3.67
13678,mi na mɔ miɖee hweɖevonu,à la prochaine,13678,/users/fkponou/data/for_asr/fongbe_one/13678.wav,3.84
